0.041,0.5,1,7,14,30,60,120,183,365,1825,3650,9125,18250
0.994756842912097,1,1,1,1,0.930726255574349,0.926617404241568,0.974765735309885,1,0.943090927521934,0.894207335228345,0.664041530532846,0.438099348331888,0.46537214906271
0.953711902793233,0.970448521137615,1,0.846296876098668,0.634911191346144,0.608482365907302,0.364817141598484,0.351733192492704,0.278095581489816,0.329417545897023,0.16146993265673,0.04448218367527,0.0441743991349156,0
0.899159070494346,0.872982717648965,1,0.820893720266027,0.565093979838159,0.528969511311744,0.323783786000455,0.202941364112537,0.182632256272297,0.0246398370667034,0,0,0.0159642114102739,0
0.944049163703039,0.855523162138224,0.858856636330823,0.214781728312694,0.138242010182577,0,0.104541568728441,0.000878691298346265,0.0680003681905666,0,0,0,0.0466821432787523,0.0497477198538763
1,1,0.997579952959071,1,0.962385858665389,0.956651577813078,0.81898152533005,0.80783240216756,0.726188196168129,0.559116663953475,0.170519508815786,0.192404040937731,0,0.0868396978599843
1,0.965736940093156,0.924985262259366,0.816636242356116,0.917235133787861,0.710058668296696,0.491773118400663,0.358332146825572,0.147650622727047,0.100746939361697,0,0.0544086365978106,0,0
1,1,1,0.870339553455139,1,0.904614212636428,0.745717722467772,0.726231735832478,0.664243975175056,0.538602580309212,0.275802159009514,0.262465010326146,0,0.107609869709919
0.971517334389835,0.862221173489905,0.914258264508415,0.934048308395142,0.765472821397272,0.863710504659868,0.568595995401615,0.495886698549825,0.362055189108169,0.128887520239549,0.159748819317225,0.0817770743254611,0,0.0454011689337184
0.976993066285579,0.956969176944693,0.923757176224423,0.969440579687573,0.992591767145921,0.977821903996496,0.898139932795726,0.930966699155067,0.816119067050414,0.717544321154808,0.499773557798041,0.605582796774831,0.333297516634586,0.306143166897113
0.853880722038321,0.890706712733483,0.942329947646789,0.865515729344878,0.921966105339746,0.901598011544693,0.970828846952296,0.608347346484922,0.743154296827434,0.587370045957289,0.462382967551395,0.479467654464122,0.3377045139033,0.265502992714102
0.992406946954546,0.923370381088504,0.991374386376428,0.664741321896673,0.751988613855415,0.656111135913475,0.643808246455083,0.453993528341469,0.330995995597254,0.28823710667937,0.218618919572018,0.166926167570321,0.125833597502332,0
1,0.786266547582873,0.787934851283068,0.267390088763412,0.0925506874078838,0.103356947780777,0.00230775279335817,0.0955403771622509,0.0196688706847683,0.0928829536540238,0.0157360279363687,0.0772403682777564,0.0323691633596167,0.00922440390315584
0.971564528253698,1,0.960373056581556,0.802001893418508,0.765436924712367,0.472317535474387,0.46485162494818,0.44452225144769,0.324442010672716,0.373278259611675,0.162511991622304,0.158237858721121,0.140081908343045,0.111036155150847
0.996805284496898,0.990397151173898,1,0.81474648785376,1,0.965377925894794,0.851988527983752,1,0.888343079692209,0.818229271526647,0.514332014829887,0.455196755310936,0.277170848769117,0.162273976666086
1,0.96523885481608,0.989435970812142,0.815108988767096,0.537283893271414,0.506522239970944,0.395376396394998,0.253893823034085,0.299267489338674,0.162795870886038,0.0835298406341221,0.114805735589652,0.0893643463976541,0.0258137400053361
0.894021077185688,1,1,1,0.997326765057228,0.928039038593214,0.977510793827022,0.910625995040209,0.782079062155545,0.790308073898913,0.545385258890042,0.521720151808094,0.635375547142163,0.612792722095684
0.922586683842014,1,0.675874269813546,0.605889804805971,0.376847270768233,0.323684664161904,0.185752007612274,0.266102306692083,0.123096368863064,0.249639621501292,0.191044180467003,0.0170714916289121,0,0.0664960879156887
0.988297775221573,1,1,1,1,1,0.956637558346778,1,1,0.827085524560082,0.69141150135979,0.466369662833076,0.255307671100222,0.180395714528275
0.966552776919216,0.836001459417939,1,0.990496810987285,1,0.957126372738311,0.879000345078645,0.897527879087144,0.818638118037054,0.631445749512083,0.271077279219719,0.167384850720767,0,0.157114825715765
1,1,0.972474093919689,0.88316586841269,0.863488199773534,0.867901707702331,0.663641546251301,0.480467310666095,0.327888932650103,0.298414680514759,0.12518489542243,0.0551978205162241,0,0.0306774278621251
