1,7,14,30,183,365,1825,9125
1,0.839601756,1,0.998482482,0.941385252,1,0.59858209,0.456079765
0.849430187,0.724509822,0.797400402,0.72535762,0.661695974,0.502712152,0.393333315,0.09453253
0.859044898,0.886490852,0.773277768,0.68572312,0.586707246,0.305780064,0.09568594,0
0.910841252,0.825069303,0.847137479,0.847922748,0.610990292,0.546180962,0.266977975,0.055110187
0.852613982,0.780027819,0.661288899,0.61288634,0.41962002,0.250251203,0.164350169,0.01035698
1,0.939990672,0.998132255,0.796497284,0.777984468,0.623978685,0.130306145,0.044547916
0.97196446,0.999597804,1,0.7847431,0.751759218,0.490447509,0.420944246,0.094067871
0.994771433,0.913802688,0.891640816,0.998619771,0.81192337,0.595082218,0.294655426,0.183685049
0.829718082,0.886952833,0.854705959,0.832700657,0.769262072,0.822987895,0.710445004,0.52172359
0.96624409,0.728332577,0.858322078,0.730838191,0.597531414,0.590239847,0.362470667,0.177925477
0.972214777,0.894524773,0.920667741,0.704041711,0.57566009,0.236574803,0.064089954,0.007094675
0.872568719,0.731694856,0.864919944,0.583341834,0.556491677,0.34699431,0.075521942,0.043968358
0.944931356,0.881012606,0.868423851,0.752366519,0.574674659,0.349096119,0.140682868,0.078556792
0.910048336,0.883828087,0.93700077,0.72533993,0.379649036,0.183255519,0.091022435,0.012275057
1,1,0.882425948,0.756545265,0.488865519,0.177958438,0.030149868,0
0.854508778,0.977223885,0.909625435,0.975178181,0.67363856,0.655054282,0.316401213,0.158810167
0.886879507,0.839990627,0.852340344,0.662568141,0.505345108,0.293724627,0.076890724,0.019970276
1,1,0.977958677,0.887608197,0.742942716,0.525875367,0.317942963,0
0.799072544,0.922873132,0.771792533,0.67578186,0.593178817,0.322750814,0.186793451,0.047515509
0.923143916,0.821786069,0.933309053,0.703515601,0.475955726,0.20827833,0.174236556,0.016251231
0.853539555,0.859536897,0.938949716,0.730254896,0.860995872,0.800472407,0.703896678,0.50411889
0.919285203,0.970111441,0.821677925,0.949047636,0.943152649,0.882858323,0.797593048,0.739265897
0.846174067,0.849743804,0.799385379,0.707273861,0.509254919,0.163260153,0.07202184,0.038151745
0.850093977,0.718671552,0.828042775,0.841568816,0.478717028,0.355280711,0.028696608,0
0.957193136,0.952506819,0.90591054,0.79002453,0.649527046,0.376270813,0.158324154,0.191678728
1,0.961974178,1,0.700156666,0.643071488,0.336552416,0,0.05284163
0.896959743,0.989871441,0.927339578,0.846316167,0.596636357,0.24772214,0.064126441,0.038927644
0.739916008,0.759865207,0.768608539,0.760491035,0.813526149,0.795110538,0.62485447,0.530366227
0.903191687,0.713386657,0.828512576,0.544471438,0.509799664,0.136301519,0.046427226,0
0.900454424,0.904726306,0.997943482,0.870697348,0.599266506,0.37527295,0.245624311,0
0.874976234,1,0.825738164,0.669920506,0.593087703,0.192018322,0.102698097,0.012068853
0.974431376,0.92106258,0.883295096,0.738457867,0.639554703,0.293265082,0.154298306,0.095395337
0.874390193,0.814469183,0.818226505,0.726880666,0.610220556,0.452283377,0.253030116,0.028100686
1,0.955754109,1,0.794939255,0.80224002,0.502716522,0.433761979,0.216704892
0.777203551,0.755970963,0.855188443,0.463505483,0.453357158,0.138361239,0.04339222,0
0.845181255,0.915108449,0.849450195,0.639326604,0.641819271,0.334102613,0.114130819,0.017689236
0.849952498,0.928273836,0.924043178,0.912986234,0.660582042,0.488100253,0.296919863,0.124420054
0.933174883,0.838551963,0.850575228,0.884383143,0.702485028,0.599819193,0.312786755,0.112707951
0.809784815,0.860416307,0.772710965,0.575120109,0.401378414,0.189346283,0.045827913,0.050557245
1,0.867308226,0.905236638,0.890792628,0.691064716,0.546038641,0.365380186,0.269765087
0.837643471,1,0.870509846,0.788156617,0.834122698,0.593301569,0.347529266,0.355863975
1,1,0.96119102,0.806616547,0.539841239,0.357074676,0.183661799,0.004048603
0.918166737,0.726122639,0.744294714,0.638237261,0.49041633,0.282853813,0.208398495,0.0291071
0.765048501,0.907466236,0.83904339,0.703439601,0.6348925,0.27960444,0.136399195,0
0.908473606,0.946757092,1,0.956236207,0.852195188,0.867983266,0.697262503,0.693733445
0.893556495,0.891255539,0.77563365,0.666756996,0.549255502,0.296520155,0.064635881,0
1,1,0.856538054,0.646520722,0.520002761,0.280703193,0.069444006,0.01556142
0.823504242,0.820442089,0.917200025,0.839708157,0.673891445,0.704359776,0.459564371,0.34195821
0.781616569,0.899344332,0.758535356,0.726116078,0.812479585,0.755105589,0.626505446,0.085404887
1,0.833738077,1,0.795398081,0.861862232,0.874167131,0.619169036,0.413727099
