1,7,14,30,183,365,1825,9125
1,0.915276173,0.989708328,0.801694743,0.675928651,0.515064007,0.181776246,0.04150352
1,0.890550824,1,0.834970618,0.384816633,0.264123018,0.092745296,0.124180525
0.982068563,1,1,0.904078361,0.985942503,0.861955272,0.921257768,0.719662053
1,0.954497125,1,0.902725905,0.988162081,0.800184449,0.806018064,0.66182004
1,0.836579565,1,0.918783192,0.73756203,0.785868996,0.685223397,0.481669441
0.681050674,0.620784284,0.660216533,0.625330953,0.604756796,0.542981779,0.487020208,0.521804416
1,0.990052411,0.970882603,1,0.97700567,0.834576491,0.332286096,0.129357804
1,1,1,1,0.928718437,0.988570718,1,0.886135445
1,0.9199715,0.980189542,1,0.987172169,0.977023532,0.919638143,0.822638464
1,1,0.985021645,1,1,1,0.900989921,0.65848595
0.860650002,0.83617058,0.83698523,0.736992702,0.536641044,0.520576341,0.395046423,0.191862048
0.966572615,1,1,0.997077359,0.919843803,0.96712909,0.870427416,0.747743306
0.923158575,1,1,0.855278972,0.907527207,0.856017316,0.856773328,0.803053045
1,1,1,1,0.801829945,0.867546288,0.783085727,0.671159856
0.972196448,0.975597807,0.967779055,0.94637446,0.982587013,0.79784016,0.932103377,0.681769229
0.942325775,0.917773661,1,0.881930848,1,0.944499784,0.908112968,0.785692633
0.993508379,0.929633968,1,0.872491459,0.922646705,1,0.810534479,0.734499976
0.821398067,0.595704145,0.610777505,0.527428011,0.519768863,0.554978054,0.516996354,0.584492213
1,1,0.911973398,0.96549421,0.941899191,0.752147977,0.64672549,0.43348249
0.833755182,1,1,1,0.959365335,1,0.651781696,0.620873982
0.978373051,0.990414258,0.949395836,0.769763982,0.457102166,0.229592815,0.192818203,0.130752388
1,1,0.983683026,0.864179258,0.779495304,0.602226903,0.427721238,0.337586493
0.965029674,0.883083699,1,1,0.883920793,0.809313813,0.870224547,0.76009833
1,0.885669753,0.894017588,0.976113031,0.860735968,0.895299571,0.812477648,0.64125621
0.993650107,1,0.95362873,1,0.859614506,1,0.79106974,0.680010088
1,1,1,0.828291337,0.718409965,0.467292292,0.353228531,0.252889683
0.706749778,0.551443405,0.540279712,0.544710293,0.562316207,0.552980273,0.467902902,0.386670863
1,0.868004748,1,0.94762182,1,0.917531097,0.704309083,0.136213889
1,0.929138975,0.900022031,0.935346293,0.876035227,0.867099532,0.879992694,0.497461435
0.94320196,0.998469951,0.837194889,0.688656201,0.51010063,0.449219742,0.339143308,0.213584766
0.951932063,1,0.944020397,0.903226778,0.806335208,0.455736079,0.449167857,0.171075513
0.969150383,1,0.906015622,0.970563368,0.878905876,0.749645217,0.44985979,0.139196651
1,0.955172131,0.855620469,0.800164093,0.887008518,1,0.766123019,0.517566672
0.797670876,0.706211348,0.479380467,0.436445922,0.295588225,0.220239752,0.242878129,0.239194644
0.897160649,0.934778315,1,0.964293541,1,0.990623071,0.90415386,0.67896121
0.987481946,1,0.98944513,0.966019344,1,0.947609913,0.727789614,0.302102631
0.984363323,1,0.952841489,1,0.911303313,0.901957813,0.526753383,0.536889001
0.970797399,0.959105638,0.969874605,0.765892143,0.626174908,0.295901727,0.199003526,0
0.939668626,0.665063223,0.6692121,0.596902209,0.327098594,0.297214579,0.219106283,0.194429857
