1,7,14,30,183,365,1825,9125
0.977785349,0.99239016,1,0.943227093,0.848285336,0.727211412,0.518937178,0.394527085
0.996832196,1,0.997087453,1,0.927501196,0.872831557,1,0.891140913
1,0.900400228,1,0.927154901,0.71741379,0.65381602,0.509391103,0.322920746
1,1,0.991931215,0.847069635,0.851450299,0.679510036,0.571557406,0.370975274
1,0.892837906,0.906595011,1,0.984258876,0.874353771,0.811876962,0.630877064
1,1,1,1,0.994333688,1,0.920711721,0.858514075
0.984645052,0.990936992,0.965381507,1,0.958182023,1,0.958713453,0.863656242
1,1,0.822783441,0.941058199,1,0.912564827,0.791171601,0.742055379
0.971652201,1,0.986427017,1,0.953338803,1,0.925163983,0.809218208
1,1,1,0.964996394,1,0.883806329,0.847367566,0.774369236
0.885828273,0.970210121,1,1,0.90837661,0.789560445,0.753357682,0.53215316
0.966430106,0.879776783,1,0.917304286,0.936588473,0.728349167,0.542541516,0.252965909
1,1,1,1,0.861514513,0.90330492,0.965303619,0.803404642
0.983540705,1,1,0.92397064,0.907233314,0.783723068,0.834617478,0.798397057
0.908122112,1,0.985211684,0.964859578,0.954467158,0.790412538,0.694031559,0.531148523
1,0.900596024,0.950677933,1,1,0.947404892,0.938668596,0.844328541
1,0.955830978,1,0.944111157,0.992012084,0.978932462,1,0.856096407
0.974467084,0.965884901,0.941355917,0.957495955,0.849621314,1,1,0.640205761
0.979128446,0.927748677,1,0.954113721,0.814218261,0.795700604,0.447324151,0.27738053
0.942779333,1,0.941638463,1,1,1,0.956508211,0.813940548
1,1,1,1,0.914935325,0.883824368,0.886079424,0.82598016
1,0.968980442,1,1,0.990925523,0.975729648,1,0.888215213
1,1,0.926435244,0.974043812,1,1,0.937862525,0.865876987
1,0.963732414,1,0.978229581,1,0.870286956,0.930845459,0.759184001
0.999503164,0.895955647,0.96462872,0.94811504,1,1,0.863997214,0.719425213
1,1,1,1,1,0.948269306,0.930428764,0.805347083
0.895786272,0.976111941,0.933289313,0.603854024,0.33089218,0.151079582,0,0.119415975
1,1,1,0.997775592,0.959203401,1,1,0.744724065
0.906879202,1,0.931024956,0.958423252,0.982415136,0.993291857,0.788277263,0.670852042
1,1,0.994574002,1,0.937344118,0.993751851,0.952697554,0.776030958
0.931957898,0.893683401,1,1,1,0.911934589,0.729704207,0.76307937
0.966750621,0.93414464,1,0.925650534,1,0.889767086,1,0.808434348
1,1,1,0.913555961,0.97849649,1,0.884431538,0.638715144
0.998752899,1,0.96270481,0.975813862,0.80601029,0.727076102,0.539648032,0.363349419
0.974977337,1,1,0.914366444,0.850208982,0.893984227,0.68069147,0.277412938
1,0.979897642,0.864234257,1,0.932528532,0.974651378,0.889020386,0.854250717
0.947459542,1,1,0.903277723,1,1,0.914646253,0.851417045
1,0.939622448,1,0.850995433,1,0.994130754,0.925374425,0.692165981
0.881749073,1,1,0.954841736,0.923003363,0.979889374,0.774796666,0.724494274
1,1,1,0.746593611,0.803537474,0.617980488,0.435822328,0.12321967
1,1,0.8611697,0.978852435,0.830248275,0.861347239,0.658539167,0.3754794
0.901971805,0.983797629,1,0.854246303,0.860312586,0.934369171,0.796014987,0.648869679
0.877770362,1,0.952186967,0.869866924,0.826007218,0.78763843,0.851733952,0.777859029
